	id	title	acceptance	difficulty
591	641	 Design Circular Deque	57.3	Medium
592	642	 Design Search Autocomplete System	48.4	Hard
593	643	 Maximum Average Subarray I	43.6	Easy
594	644	 Maximum Average Subarray II	35.3	Hard
595	645	 Set Mismatch	41.2	Easy
596	646	 Maximum Length of Pair Chain	55.8	Medium
597	647	 Palindromic Substrings	65.7	Medium
598	648	 Replace Words	62.1	Medium
599	649	 Dota2 Senate	40.0	Medium
600	650	 2 Keys Keyboard	52.4	Medium
601	651	 4 Keys Keyboard	54.1	Medium
602	652	 Find Duplicate Subtrees	56.0	Medium
603	653	 Two Sum IV - Input is a BST	58.8	Easy
604	654	 Maximum Binary Tree	83.7	Medium
605	655	 Print Binary Tree	60.1	Medium
606	656	 Coin Path	31.3	Hard
607	657	 Robot Return to Origin	75.1	Easy
608	658	 Find K Closest Elements	44.6	Medium
609	659	 Split Array into Consecutive Subsequences	45.7	Medium
610	660	 Remove 9	56.3	Hard
611	661	 Image Smoother	54.4	Easy
612	662	 Maximum Width of Binary Tree	40.3	Medium
613	663	 Equal Tree Partition	41.3	Medium
614	664	 Strange Printer	46.4	Hard
615	665	 Non-decreasing Array	21.6	Medium
616	666	 Path Sum IV	58.6	Medium
617	667	 Beautiful Arrangement II	59.4	Medium
618	668	 Kth Smallest Number in Multiplication Table	51.2	Hard
619	669	 Trim a Binary Search Tree	66.3	Medium
620	670	 Maximum Swap	47.6	Medium
621	671	 Second Minimum Node In a Binary Tree	43.8	Easy
622	672	 Bulb Switcher II	50.7	Medium
623	673	 Number of Longest Increasing Subsequence	41.0	Medium
624	674	 Longest Continuous Increasing Subsequence	48.5	Easy
625	675	 Cut Off Trees for Golf Event	35.4	Hard
626	676	 Implement Magic Dictionary	56.6	Medium
627	677	 Map Sum Pairs	57.0	Medium
628	678	 Valid Parenthesis String	33.3	Medium
629	679	 24 Game	48.8	Hard
630	680	 Valid Palindrome II	39.4	Easy
631	681	 Next Closest Time	46.4	Medium
632	682	 Baseball Game	73.2	Easy
633	683	 K Empty Slots	36.7	Hard
634	684	 Redundant Connection	61.3	Medium
635	685	 Redundant Connection II	33.8	Hard
636	686	 Repeated String Match	33.6	Medium
637	687	 Longest Univalue Path	39.5	Medium
638	688	 Knight Probability in Chessboard	51.6	Medium
639	689	 Maximum Sum of 3 Non-Overlapping Subarrays	48.6	Hard
640	690	 Employee Importance	64.2	Medium
641	691	 Stickers to Spell Word	46.8	Hard
642	692	 Top K Frequent Words	54.4	Medium
643	693	 Binary Number with Alternating Bits	60.9	Easy
644	694	 Number of Distinct Islands	60.0	Medium
645	695	 Max Area of Island	69.9	Medium
646	696	 Count Binary Substrings	65.0	Easy
647	697	 Degree of an Array	55.7	Easy
648	698	 Partition to K Equal Sum Subsets	43.6	Medium
649	699	 Falling Squares	44.0	Hard
650	700	 Search in a Binary Search Tree	76.5	Easy
651	701	 Insert into a Binary Search Tree	74.9	Medium
652	702	 Search in a Sorted Array of Unknown Size	71.0	Medium
653	703	 Kth Largest Element in a Stream	54.9	Easy
654	704	 Binary Search	55.2	Easy
655	705	 Design HashSet	66.3	Easy
656	706	 Design HashMap	65.3	Easy
657	707	 Design Linked List	27.1	Medium
658	708	 Insert into a Sorted Circular Linked List	34.4	Medium
659	709	 To Lower Case	81.4	Easy
660	710	 Random Pick with Blacklist	33.3	Hard
661	711	 Number of Distinct Islands II	51.2	Hard
662	712	 Minimum ASCII Delete Sum for Two Strings	61.6	Medium
663	713	 Subarray Product Less Than K	43.9	Medium
664	714	 Best Time to Buy and Sell Stock with Transaction Fee	62.4	Medium
665	715	 Range Module	43.7	Hard
666	716	 Max Stack	45.2	Easy
667	717	 1-bit and 2-bit Characters	46.2	Easy
668	718	 Maximum Length of Repeated Subarray	51.4	Medium
669	719	 Find K-th Smallest Pair Distance	35.2	Hard
670	720	 Longest Word in Dictionary	51.1	Medium
671	721	 Accounts Merge	56.0	Medium
672	722	 Remove Comments	37.4	Medium
673	723	 Candy Crush	75.3	Medium
674	724	 Find Pivot Index	51.8	Easy
675	725	 Split Linked List in Parts	56.9	Medium
676	726	 Number of Atoms	51.8	Hard
677	727	 Minimum Window Subsequence	42.9	Hard
678	728	 Self Dividing Numbers	77.1	Easy
679	729	 My Calendar I	55.2	Medium
680	730	 Count Different Palindromic Subsequences	44.5	Hard
681	731	 My Calendar II	53.5	Medium
682	732	 My Calendar III	66.7	Hard
683	733	 Flood Fill	58.3	Easy
684	734	 Sentence Similarity	43.0	Easy
685	735	 Asteroid Collision	44.3	Medium
686	736	 Parse Lisp Expression	51.2	Hard
687	737	 Sentence Similarity II	48.2	Medium
688	738	 Monotone Increasing Digits	46.8	Medium
689	739	 Daily Temperatures	67.3	Medium
690	740	 Delete and Earn	57.4	Medium
691	741	 Cherry Pickup	36.3	Hard
692	742	 Closest Leaf in a Binary Tree	45.7	Medium
693	743	 Network Delay Time	50.2	Medium
694	744	 Find Smallest Letter Greater Than Target	45.1	Easy
695	745	 Prefix and Suffix Search	36.6	Hard
696	746	 Min Cost Climbing Stairs	59.0	Easy
697	747	 Largest Number At Least Twice of Others	45.3	Easy
698	748	 Shortest Completing Word	59.0	Easy
699	749	 Contain Virus	50.2	Hard
700	750	 Number Of Corner Rectangles	67.5	Medium
701	751	 IP to CIDR	54.7	Medium
702	752	 Open the Lock	55.3	Medium
703	753	 Cracking the Safe	54.8	Hard
704	754	 Reach a Number	41.9	Medium
705	755	 Pour Water	45.7	Medium
706	756	 Pyramid Transition Matrix	54.4	Medium
707	757	 Set Intersection Size At Least Two	43.2	Hard
708	758	 Bold Words in String	50.4	Medium
709	759	 Employee Free Time	71.2	Hard
710	760	 Find Anagram Mappings	82.7	Easy
711	761	 Special Binary String	59.9	Hard
712	762	 Prime Number of Set Bits in Binary Representation	66.9	Easy
713	763	 Partition Labels	79.6	Medium
714	764	 Largest Plus Sign	48.5	Medium
715	765	 Couples Holding Hands	56.6	Hard
716	766	 Toeplitz Matrix	68.1	Easy
717	767	 Reorganize String	52.2	Medium
718	768	 Max Chunks To Make Sorted II	52.0	Hard
719	769	 Max Chunks To Make Sorted	57.7	Medium
720	770	 Basic Calculator IV	55.9	Hard
721	771	 Jewels and Stones	87.8	Easy
722	772	 Basic Calculator III	47.7	Hard
723	773	 Sliding Puzzle	63.2	Hard
724	774	 Minimize Max Distance to Gas Station	50.5	Hard
725	775	 Global and Local Inversions	45.0	Medium
726	776	 Split BST	58.4	Medium
727	777	 Swap Adjacent in LR String	36.5	Medium
728	778	 Swim in Rising Water	58.9	Hard
729	779	 K-th Symbol in Grammar	40.0	Medium
730	780	 Reaching Points	31.7	Hard
731	781	 Rabbits in Forest	55.7	Medium
732	782	 Transform to Chessboard	52.0	Hard
733	783	 Minimum Distance Between BST Nodes	56.2	Easy
734	784	 Letter Case Permutation	72.5	Medium
735	785	 Is Graph Bipartite?	51.8	Medium
736	786	 K-th Smallest Prime Fraction	48.8	Hard
737	787	 Cheapest Flights Within K Stops	35.9	Medium
738	788	 Rotated Digits	57.1	Medium
739	789	 Escape The Ghosts	60.2	Medium
740	790	 Domino and Tromino Tiling	48.0	Medium
741	791	 Custom Sort String	69.2	Medium
742	792	 Number of Matching Subsequences	50.6	Medium
743	793	 Preimage Size of Factorial Zeroes Function	41.8	Hard
744	794	 Valid Tic-Tac-Toe State	35.3	Medium
745	795	 Number of Subarrays with Bounded Maximum	52.4	Medium
746	796	 Rotate String	52.5	Easy
747	797	 All Paths From Source to Target	80.9	Medium
748	798	 Smallest Rotation with Highest Score	48.2	Hard
749	799	 Champagne Tower	51.2	Medium
750	800	 Similar RGB Color	63.8	Easy
751	801	 Minimum Swaps To Make Sequences Increasing	39.2	Hard
752	802	 Find Eventual Safe States	52.8	Medium
753	803	 Bricks Falling When Hit	33.9	Hard
754	804	 Unique Morse Code Words	80.1	Easy
755	805	 Split Array With Same Average	26.5	Hard
756	806	 Number of Lines To Write String	66.1	Easy
757	807	 Max Increase to Keep City Skyline	85.6	Medium
758	808	 Soup Servings	42.4	Medium
759	809	 Expressive Words	46.4	Medium
760	810	 Chalkboard XOR Game	53.6	Hard
761	811	 Subdomain Visit Count	74.3	Medium
762	812	 Largest Triangle Area	59.7	Easy
763	813	 Largest Sum of Averages	52.6	Medium
764	814	 Binary Tree Pruning	71.0	Medium
765	815	 Bus Routes	45.3	Hard
766	816	 Ambiguous Coordinates	56.0	Medium
767	817	 Linked List Components	58.1	Medium
768	818	 Race Car	43.1	Hard
769	819	 Most Common Word	45.2	Easy
770	820	 Short Encoding of Words	55.3	Medium
771	821	 Shortest Distance to a Character	71.0	Easy
772	822	 Card Flipping Game	44.8	Medium
773	823	 Binary Trees With Factors	43.7	Medium
774	824	 Goat Latin	67.6	Easy
775	825	 Friends Of Appropriate Ages	46.1	Medium
776	826	 Most Profit Assigning Work	42.4	Medium
777	827	 Making A Large Island	44.8	Hard
778	828	 Count Unique Characters of All Substrings of a Given String	50.0	Hard
779	829	 Consecutive Numbers Sum	41.1	Hard
780	830	 Positions of Large Groups	51.5	Easy
781	831	 Masking Personal Information	46.1	Medium
782	832	 Flipping an Image	79.8	Easy
783	833	 Find And Replace in String	54.3	Medium
784	834	 Sum of Distances in Tree	53.1	Hard
785	835	 Image Overlap	61.2	Medium
786	836	 Rectangle Overlap	43.2	Easy
787	837	 New 21 Game	36.0	Medium
788	838	 Push Dominoes	52.4	Medium
789	839	 Similar String Groups	45.8	Hard
790	840	 Magic Squares In Grid	38.4	Medium
791	841	 Keys and Rooms	69.1	Medium
792	842	 Split Array into Fibonacci Sequence	37.8	Medium
793	843	 Guess the Word	42.9	Hard
794	844	 Backspace String Compare	48.0	Easy
795	845	 Longest Mountain in Array	39.9	Medium
796	846	 Hand of Straights	56.2	Medium
797	847	 Shortest Path Visiting All Nodes	61.3	Hard
798	848	 Shifting Letters	45.4	Medium
799	849	 Maximize Distance to Closest Person	47.4	Medium
800	850	 Rectangle Area II	53.3	Hard
801	851	 Loud and Rich	56.9	Medium
802	852	 Peak Index in a Mountain Array	70.2	Easy
803	853	 Car Fleet	48.4	Medium
804	854	 K-Similar Strings	39.3	Hard
805	855	 Exam Room	43.6	Medium
806	856	 Score of Parentheses	65.3	Medium
807	857	 Minimum Cost to Hire K Workers	51.7	Hard
808	858	 Mirror Reflection	59.6	Medium
809	859	 Buddy Strings	28.8	Easy
810	860	 Lemonade Change	52.6	Easy
811	861	 Score After Flipping Matrix	74.8	Medium
812	862	 Shortest Subarray with Sum at Least K	26.2	Hard
813	863	 All Nodes Distance K in Binary Tree	61.2	Medium
814	864	 Shortest Path to Get All Keys	44.8	Hard
815	865	 Smallest Subtree with all the Deepest Nodes	67.9	Medium
816	866	 Prime Palindrome	25.9	Medium
817	867	 Transpose Matrix	61.0	Easy
818	868	 Binary Gap	61.9	Easy
819	869	 Reordered Power of 2	61.2	Medium
820	870	 Advantage Shuffle	51.3	Medium
821	871	 Minimum Number of Refueling Stops	35.8	Hard
822	872	 Leaf-Similar Trees	65.0	Easy
823	873	 Length of Longest Fibonacci Subsequence	48.6	Medium
824	874	 Walking Robot Simulation	37.9	Medium
825	875	 Koko Eating Bananas	54.5	Medium
826	876	 Middle of the Linked List	72.7	Easy
827	877	 Stone Game	69.2	Medium
828	878	 Nth Magical Number	35.9	Hard
829	879	 Profitable Schemes	40.7	Hard
830	880	 Decoded String at Index	28.3	Medium
831	881	 Boats to Save People	52.5	Medium
832	882	 Reachable Nodes In Subdivided Graph	50.0	Hard
833	883	 Projection Area of 3D Shapes	70.1	Easy
834	884	 Uncommon Words from Two Sentences	65.6	Easy
835	885	 Spiral Matrix III	72.5	Medium
836	886	 Possible Bipartition	47.5	Medium
837	887	 Super Egg Drop	27.2	Hard
838	888	 Fair Candy Swap	60.4	Easy
839	889	 Construct Binary Tree from Preorder and Postorder Traversal	70.0	Medium
840	890	 Find and Replace Pattern	75.6	Medium
841	891	 Sum of Subsequence Widths	35.8	Hard
842	892	 Surface Area of 3D Shapes	62.0	Easy
843	893	 Groups of Special-Equivalent Strings	70.6	Medium
844	894	 All Possible Full Binary Trees	79.5	Medium
845	895	 Maximum Frequency Stack	66.5	Hard
846	896	 Monotonic Array	58.4	Easy
847	897	 Increasing Order Search Tree	78.3	Easy
848	898	 Bitwise ORs of Subarrays	36.3	Medium
849	899	 Orderly Queue	58.6	Hard
850	900	 RLE Iterator	58.7	Medium
851	901	 Online Stock Span	63.1	Medium
852	902	 Numbers At Most N Given Digit Set	40.9	Hard
853	903	 Valid Permutations for DI Sequence	57.0	Hard
854	904	 Fruit Into Baskets	42.7	Medium
855	905	 Sort Array By Parity	75.7	Easy
856	906	 Super Palindromes	39.3	Hard
857	907	 Sum of Subarray Minimums	33.9	Medium
858	908	 Smallest Range I	67.3	Easy
859	909	 Snakes and Ladders	40.6	Medium
860	910	 Smallest Range II	32.9	Medium
861	911	 Online Election	51.7	Medium
862	912	 Sort an Array	61.3	Medium
863	913	 Cat and Mouse	35.7	Hard
864	914	 X of a Kind in a Deck of Cards	32.9	Easy
865	915	 Partition Array into Disjoint Intervals	48.4	Medium
866	916	 Word Subsets	52.6	Medium
867	917	 Reverse Only Letters	61.1	Easy
868	918	 Maximum Sum Circular Subarray	37.3	Medium
869	919	 Complete Binary Tree Inserter	64.2	Medium
870	920	 Number of Music Playlists	50.1	Hard
871	921	 Minimum Add to Make Parentheses Valid	77.0	Medium
872	922	 Sort Array By Parity II	70.7	Easy
873	923	 3Sum With Multiplicity	45.5	Medium
874	924	 Minimize Malware Spread	42.0	Hard
875	925	 Long Pressed Name	34.5	Easy
876	926	 Flip String to Monotone Increasing	59.0	Medium
877	927	 Three Equal Parts	39.4	Hard
878	928	 Minimize Malware Spread II	42.3	Hard
879	929	 Unique Email Addresses	67.3	Easy
880	930	 Binary Subarrays With Sum	49.0	Medium
881	931	 Minimum Falling Path Sum	67.5	Medium
882	932	 Beautiful Array	64.8	Medium
883	933	 Number of Recent Calls	73.1	Easy
884	934	 Shortest Bridge	52.9	Medium
885	935	 Knight Dialer	49.1	Medium
886	936	 Stamping The Sequence	53.7	Hard
887	937	 Reorder Data in Log Files	56.1	Easy
888	938	 Range Sum of BST	85.1	Easy
889	939	 Minimum Area Rectangle	53.6	Medium
890	940	 Distinct Subsequences II	44.3	Hard
891	941	 Valid Mountain Array	33.7	Easy
892	942	 DI String Match	76.0	Easy
893	943	 Find the Shortest Superstring	45.4	Hard
894	944	 Delete Columns to Make Sorted	69.9	Easy
895	945	 Minimum Increment to Make Array Unique	49.1	Medium
896	946	 Validate Stack Sequences	67.6	Medium
897	947	 Most Stones Removed with Same Row or Column	56.3	Medium
898	948	 Bag of Tokens	46.3	Medium
899	949	 Largest Time for Given Digits	35.4	Medium
900	950	 Reveal Cards In Increasing Order	77.2	Medium
901	951	 Flip Equivalent Binary Trees	66.7	Medium
902	952	 Largest Component Size by Common Factor	40.3	Hard
903	953	 Verifying an Alien Dictionary	52.5	Easy
904	954	 Array of Doubled Pairs	38.7	Medium
905	955	 Delete Columns to Make Sorted II	34.3	Medium
906	956	 Tallest Billboard	39.9	Hard
907	957	 Prison Cells After N Days	39.3	Medium
908	958	 Check Completeness of a Binary Tree	53.7	Medium
909	959	 Regions Cut By Slashes	68.7	Medium
910	960	 Delete Columns to Make Sorted III	56.7	Hard
911	961	 N-Repeated Element in Size 2N Array	75.5	Easy
912	962	 Maximum Width Ramp	48.3	Medium
913	963	 Minimum Area Rectangle II	54.6	Medium
914	964	 Least Operators to Express Number	47.5	Hard
915	965	 Univalued Binary Tree	69.0	Easy
916	966	 Vowel Spellchecker	51.6	Medium
917	967	 Numbers With Same Consecutive Differences	47.4	Medium
918	968	 Binary Tree Cameras	42.0	Hard
919	969	 Pancake Sorting	69.7	Medium
920	970	 Powerful Integers	43.6	Medium
921	971	 Flip Binary Tree To Match Preorder Traversal	49.9	Medium
922	972	 Equal Rational Numbers	42.5	Hard
923	973	 K Closest Points to Origin	65.9	Medium
924	974	 Subarray Sums Divisible by K	53.2	Medium
925	975	 Odd Even Jump	38.8	Hard
926	976	 Largest Perimeter Triangle	54.9	Easy
927	977	 Squares of a Sorted Array	71.7	Easy
928	978	 Longest Turbulent Subarray	47.5	Medium
929	979	 Distribute Coins in Binary Tree	71.6	Medium
930	980	 Unique Paths III	79.5	Hard
931	981	 Time Based Key-Value Store	52.7	Medium
932	982	 Triples with Bitwise AND Equal To Zero	57.6	Hard
933	983	 Minimum Cost For Tickets	64.2	Medium
934	984	 String Without AAA or BBB	42.5	Medium
935	985	 Sum of Even Numbers After Queries	61.0	Medium
936	986	 Interval List Intersections	71.2	Medium
937	987	 Vertical Order Traversal of a Binary Tree	41.7	Hard
938	988	 Smallest String Starting From Leaf	48.8	Medium
939	989	 Add to Array-Form of Integer	45.5	Easy
940	990	 Satisfiability of Equality Equations	50.2	Medium
941	991	 Broken Calculator	54.1	Medium
942	992	 Subarrays with K Different Integers	53.4	Hard
943	993	 Cousins in Binary Tree	53.8	Easy
944	994	 Rotting Oranges	51.8	Medium
945	995	 Minimum Number of K Consecutive Bit Flips	50.9	Hard
946	996	 Number of Squareful Arrays	49.1	Hard
947	997	 Find the Town Judge	49.7	Easy
948	998	 Maximum Binary Tree II	65.7	Medium
949	999	 Available Captures for Rook	67.6	Easy
950	1000	 Minimum Cost to Merge Stones	42.0	Hard
951	1001	 Grid Illumination	36.0	Hard
952	1002	 Find Common Characters	68.4	Easy
953	1003	 Check If Word Is Valid After Substitutions	57.9	Medium
954	1004	 Max Consecutive Ones III	63.0	Medium
955	1005	 Maximize Sum Of Array After K Negations	51.4	Easy
956	1006	 Clumsy Factorial	54.7	Medium
957	1007	 Minimum Domino Rotations For Equal Row	52.6	Medium
958	1008	 Construct Binary Search Tree from Preorder Traversal	80.3	Medium
959	1009	 Complement of Base 10 Integer	62.2	Easy
960	1010	 Pairs of Songs With Total Durations Divisible by 60	53.5	Medium
961	1011	 Capacity To Ship Packages Within D Days	63.7	Medium
962	1012	 Numbers With Repeated Digits	38.4	Hard
963	1013	 Partition Array Into Three Parts With Equal Sum	44.4	Easy
964	1014	 Best Sightseeing Pair	58.8	Medium
965	1015	 Smallest Integer Divisible by K	47.0	Medium
966	1016	 Binary String With Substrings Representing 1 To N	57.9	Medium
967	1017	 Convert to Base -2	60.4	Medium
968	1018	 Binary Prefix Divisible By 5	47.5	Easy
969	1019	 Next Greater Node In Linked List	59.6	Medium
970	1020	 Number of Enclaves	63.1	Medium
971	1021	 Remove Outermost Parentheses	79.9	Easy
972	1022	 Sum of Root To Leaf Binary Numbers	73.8	Easy
973	1023	 Camelcase Matching	59.4	Medium
974	1024	 Video Stitching	50.1	Medium
975	1025	 Divisor Game	66.6	Easy
976	1026	 Maximum Difference Between Node and Ancestor	73.2	Medium
977	1027	 Longest Arithmetic Subsequence	48.1	Medium
978	1028	 Recover a Tree From Preorder Traversal	72.5	Hard
979	1029	 Two City Scheduling	63.7	Medium
980	1030	 Matrix Cells in Distance Order	69.1	Easy
981	1031	 Maximum Sum of Two Non-Overlapping Subarrays	59.2	Medium
982	1032	 Stream of Characters	51.4	Hard
983	1033	 Moving Stones Until Consecutive	45.0	Medium
984	1034	 Coloring A Border	48.6	Medium
985	1035	 Uncrossed Lines	58.0	Medium
986	1036	 Escape a Large Maze	34.3	Hard
987	1037	 Valid Boomerang	37.5	Easy
988	1038	 Binary Search Tree to Greater Sum Tree	84.8	Medium
989	1039	 Minimum Score Triangulation of Polygon	52.6	Medium
990	1040	 Moving Stones Until Consecutive II	55.6	Medium
991	1041	 Robot Bounded In Circle	55.4	Medium
992	1042	 Flower Planting With No Adjacent	49.9	Medium
993	1043	 Partition Array for Maximum Sum	70.4	Medium
994	1044	 Longest Duplicate Substring	31.1	Hard
995	1046	 Last Stone Weight	64.4	Easy
996	1047	 Remove All Adjacent Duplicates In String	71.0	Easy
997	1048	 Longest String Chain	57.9	Medium
998	1049	 Last Stone Weight II	51.3	Medium
999	1051	 Height Checker	74.4	Easy
1000	1052	 Grumpy Bookstore Owner	56.7	Medium
1001	1053	 Previous Permutation With One Swap	51.6	Medium
1002	1054	 Distant Barcodes	45.2	Medium
1003	1055	 Shortest Way to Form String	58.3	Medium
1004	1056	 Confusing Number	46.0	Easy
1005	1057	 Campus Bikes	58.0	Medium
1006	1058	 Minimize Rounding Error to Meet Target	44.7	Medium
1007	1059	 All Paths from Source Lead to Destination	41.5	Medium
1008	1060	 Missing Element in Sorted Array	54.9	Medium
1009	1061	 Lexicographically Smallest Equivalent String	69.5	Medium
1010	1062	 Longest Repeating Substring	59.1	Medium
1011	1063	 Number of Valid Subarrays	73.7	Hard
1012	1064	 Fixed Point	63.8	Easy
1013	1065	 Index Pairs of a String	62.4	Easy
1014	1066	 Campus Bikes II	54.7	Medium
1015	1067	 Digit Count in Range	43.1	Hard
1016	1071	 Greatest Common Divisor of Strings	51.3	Easy
1017	1072	 Flip Columns For Maximum Number of Equal Rows	63.2	Medium
1018	1073	 Adding Two Negabinary Numbers	35.9	Medium
1019	1074	 Number of Submatrices That Sum to Target	66.3	Hard
1020	1078	 Occurrences After Bigram	64.1	Easy
1021	1079	 Letter Tile Possibilities	76.1	Medium
1022	1080	 Insufficient Nodes in Root to Leaf Paths	52.0	Medium
1023	1081	 Smallest Subsequence of Distinct Characters	56.9	Medium
1024	1085	 Sum of Digits in the Minimum Number	75.7	Easy
1025	1086	 High Five	75.4	Easy
1026	1087	 Brace Expansion	65.9	Medium
1027	1088	 Confusing Number II	46.4	Hard
1028	1089	 Duplicate Zeros	51.2	Easy
1029	1090	 Largest Values From Labels	60.6	Medium
1030	1091	 Shortest Path in Binary Matrix	44.3	Medium
1031	1092	 Shortest Common Supersequence 	56.1	Hard
1032	1093	 Statistics from a Large Sample	45.6	Medium
1033	1094	 Car Pooling	58.0	Medium
1034	1095	 Find in Mountain Array	35.9	Hard
1035	1096	 Brace Expansion II	62.8	Hard
1036	1099	 Two Sum Less Than K	60.5	Easy
1037	1100	 Find K-Length Substrings With No Repeated Characters	74.7	Medium
1038	1101	 The Earliest Moment When Everyone Become Friends	64.3	Medium
1039	1102	 Path With Maximum Minimum Value	53.0	Medium
1040	1103	 Distribute Candies to People	63.8	Easy
1041	1104	 Path In Zigzag Labelled Binary Tree	74.6	Medium
1042	1105	 Filling Bookcase Shelves	58.2	Medium
1043	1106	 Parsing A Boolean Expression	58.8	Hard
1044	1108	 Defanging an IP Address	89.0	Easy
1045	1109	 Corporate Flight Bookings	58.9	Medium
1046	1110	 Delete Nodes And Return Forest	69.3	Medium
1047	1111	 Maximum Nesting Depth of Two Valid Parentheses Strings	73.3	Medium
1048	1118	 Number of Days in a Month	56.7	Easy
1049	1119	 Remove Vowels from a String	90.7	Easy
1050	1120	 Maximum Average Subtree	65.3	Medium
1051	1121	 Divide Array Into Increasing Sequences	60.0	Hard
1052	1122	 Relative Sort Array	68.2	Easy
1053	1123	 Lowest Common Ancestor of Deepest Leaves	70.2	Medium
1054	1124	 Longest Well-Performing Interval	34.3	Medium
1055	1125	 Smallest Sufficient Team	47.6	Hard
1056	1128	 Number of Equivalent Domino Pairs	46.3	Easy
1057	1129	 Shortest Path with Alternating Colors	42.3	Medium
1058	1130	 Minimum Cost Tree From Leaf Values	68.5	Medium
1059	1131	 Maximum of Absolute Value Expression	49.8	Medium
1060	1133	 Largest Unique Number	67.4	Easy
1061	1134	 Armstrong Number	78.3	Easy
1062	1135	 Connecting Cities With Minimum Cost	60.8	Medium
1063	1136	 Parallel Courses	61.0	Medium
1064	1137	 N-th Tribonacci Number	63.0	Easy
1065	1138	 Alphabet Board Path	52.3	Medium
1066	1139	 Largest 1-Bordered Square	49.6	Medium
1067	1140	 Stone Game II	64.9	Medium
1068	1143	 Longest Common Subsequence	58.9	Medium
1069	1144	 Decrease Elements To Make Array Zigzag	47.0	Medium
1070	1145	 Binary Tree Coloring Game	51.4	Medium
1071	1146	 Snapshot Array	37.0	Medium
1072	1147	 Longest Chunked Palindrome Decomposition	60.2	Hard
1073	1150	 Check If a Number Is Majority Element in a Sorted Array	56.7	Easy
1074	1151	 Minimum Swaps to Group All 1's Together	59.4	Medium
1075	1152	 Analyze User Website Visit Pattern	43.4	Medium
1076	1153	 String Transforms Into Another String	35.5	Hard
1077	1154	 Day of the Year	50.9	Easy
1078	1155	 Number of Dice Rolls With Target Sum	47.8	Medium
1079	1156	 Swap For Longest Repeated Character Substring	46.1	Medium
1080	1157	 Online Majority Element In Subarray	42.2	Hard
1081	1160	 Find Words That Can Be Formed by Characters	67.7	Easy
1082	1161	 Maximum Level Sum of a Binary Tree	66.5	Medium
1083	1162	 As Far from Land as Possible	48.0	Medium
1084	1163	 Last Substring in Lexicographical Order	35.5	Hard
1085	1165	 Single-Row Keyboard	85.7	Easy
1086	1166	 Design File System	61.6	Medium
1087	1167	 Minimum Cost to Connect Sticks	67.2	Medium
1088	1168	 Optimize Water Distribution in a Village	64.0	Hard
1089	1169	 Invalid Transactions	30.1	Medium
1090	1170	 Compare Strings by Frequency of the Smallest Character	61.1	Medium
1091	1171	 Remove Zero Sum Consecutive Nodes from Linked List	42.6	Medium
1092	1172	 Dinner Plate Stacks	34.2	Hard
1093	1175	 Prime Arrangements	53.0	Easy
1094	1176	 Diet Plan Performance	52.5	Easy
1095	1177	 Can Make Palindrome from Substring	37.4	Medium
1096	1178	 Number of Valid Words for Each Puzzle	46.8	Hard
1097	1180	 Count Substrings with Only One Distinct Letter	78.8	Easy
1098	1181	 Before and After Puzzle	45.0	Medium
1099	1182	 Shortest Distance to Target Color	54.2	Medium
1100	1183	 Maximum Number of Ones	60.5	Hard
1101	1184	 Distance Between Bus Stops	54.1	Easy
1102	1185	 Day of the Week	58.3	Easy
1103	1186	 Maximum Subarray Sum with One Deletion	40.7	Medium
1104	1187	 Make Array Strictly Increasing	44.7	Hard
1105	1189	 Maximum Number of Balloons	62.5	Easy
1106	1190	 Reverse Substrings Between Each Pair of Parentheses	65.8	Medium
1107	1191	 K-Concatenation Maximum Sum	24.1	Medium
1108	1192	 Critical Connections in a Network	54.2	Hard
1109	1196	 How Many Apples Can You Put into the Basket	67.4	Easy
1110	1197	 Minimum Knight Moves	39.6	Medium
1111	1198	 Find Smallest Common Element in All Rows	76.0	Medium
1112	1199	 Minimum Time to Build Blocks	40.4	Hard
1113	1200	 Minimum Absolute Difference	69.8	Easy
1114	1201	 Ugly Number III	28.2	Medium
1115	1202	 Smallest String With Swaps	57.1	Medium
1116	1203	 Sort Items by Groups Respecting Dependencies	49.7	Hard
1117	1206	 Design Skiplist	59.9	Hard
1118	1207	 Unique Number of Occurrences	71.9	Easy
1119	1208	 Get Equal Substrings Within Budget	46.7	Medium
1120	1209	 Remove All Adjacent Duplicates in String II	56.2	Medium
1121	1210	 Minimum Moves to Reach Target with Rotations	48.2	Hard
1122	1213	 Intersection of Three Sorted Arrays	80.0	Easy
1123	1214	 Two Sum BSTs	66.4	Medium
1124	1215	 Stepping Numbers	45.5	Medium
1125	1216	 Valid Palindrome III	50.7	Hard
1126	1217	 Minimum Cost to Move Chips to The Same Position	72.6	Easy
1127	1218	 Longest Arithmetic Subsequence of Given Difference	51.6	Medium
1128	1219	 Path with Maximum Gold	65.5	Medium
1129	1220	 Count Vowels Permutation	56.2	Hard
1130	1221	 Split a String in Balanced Strings	84.6	Easy
1131	1222	 Queens That Can Attack the King	71.2	Medium
1132	1223	 Dice Roll Simulation	48.0	Hard
1133	1224	 Maximum Equal Frequency	36.6	Hard
1134	1227	 Airplane Seat Assignment Probability	64.2	Medium
1135	1228	 Missing Number In Arithmetic Progression	51.2	Easy
1136	1229	 Meeting Scheduler	54.8	Medium
1137	1230	 Toss Strange Coins	52.8	Medium
1138	1231	 Divide Chocolate	56.5	Hard
